,ema_road_model_27_05_2024_scenario_00,ema_road_model_27_05_2024_scenario_01,ema_road_model_27_05_2024_scenario_02,ema_road_model_27_05_2024_scenario_03,ema_road_model_27_05_2024_scenario_04,ema_road_model_27_05_2024_scenario_05,ema_road_model_27_05_2024_scenario_06,ema_road_model_27_05_2024_scenario_07,ema_road_model_27_05_2024_scenario_08,ema_road_model_27_05_2024_scenario_09,ema_road_model_27_05_2024_scenario_10,ema_road_model_27_05_2024_scenario_11,ema_road_model_27_05_2024_scenario_12,ema_road_model_27_05_2024_scenario_13,ema_road_model_27_05_2024_scenario_14,ema_road_model_27_05_2024_scenario_15,ema_road_model_27_05_2024_scenario_16,ema_road_model_27_05_2024_scenario_17,ema_road_model_27_05_2024_scenario_18,ema_road_model_27_05_2024_scenario_19,ema_road_model_27_05_2024_scenario_20,ema_road_model_27_05_2024_scenario_21,ema_road_model_27_05_2024_scenario_22,ema_road_model_27_05_2024_scenario_23,ema_road_model_27_05_2024_scenario_24,ema_road_model_27_05_2024_scenario_25,ema_road_model_27_05_2024_scenario_26,ema_road_model_27_05_2024_scenario_27,ema_road_model_27_05_2024_scenario_28,ema_road_model_27_05_2024_scenario_29,ema_road_model_27_05_2024_scenario_30,ema_road_model_27_05_2024_scenario_31,ema_road_model_27_05_2024_scenario_32,ema_road_model_27_05_2024_scenario_33,ema_road_model_27_05_2024_scenario_34,ema_road_model_27_05_2024_scenario_35,ema_road_model_27_05_2024_scenario_36,ema_road_model_27_05_2024_scenario_37,ema_road_model_27_05_2024_scenario_38,ema_road_model_27_05_2024_scenario_39,ema_road_model_27_05_2024_scenario_40,ema_road_model_27_05_2024_scenario_41,ema_road_model_27_05_2024_scenario_42,ema_road_model_27_05_2024_scenario_43,ema_road_model_27_05_2024_scenario_44,ema_road_model_27_05_2024_scenario_45,ema_road_model_27_05_2024_scenario_46,ema_road_model_27_05_2024_scenario_47,ema_road_model_27_05_2024_scenario_48,ema_road_model_27_05_2024_scenario_49,ema_road_model_27_05_2024_scenario_50,ema_road_model_27_05_2024_scenario_51,ema_road_model_27_05_2024_scenario_52,ema_road_model_27_05_2024_scenario_53,ema_road_model_27_05_2024_scenario_54,ema_road_model_27_05_2024_scenario_55,ema_road_model_27_05_2024_scenario_56,ema_road_model_27_05_2024_scenario_57,ema_road_model_27_05_2024_scenario_58,ema_road_model_27_05_2024_scenario_59,ema_road_model_27_05_2024_scenario_60,ema_road_model_27_05_2024_scenario_61,ema_road_model_27_05_2024_scenario_62,ema_road_model_27_05_2024_scenario_63,ema_road_model_27_05_2024_scenario_64,ema_road_model_27_05_2024_scenario_65,ema_road_model_27_05_2024_scenario_66,ema_road_model_27_05_2024_scenario_67,ema_road_model_27_05_2024_scenario_68,ema_road_model_27_05_2024_scenario_69,ema_road_model_27_05_2024_scenario_70,ema_road_model_27_05_2024_scenario_71,ema_road_model_27_05_2024_scenario_72,ema_road_model_27_05_2024_scenario_73,ema_road_model_27_05_2024_scenario_74,ema_road_model_27_05_2024_scenario_75,ema_road_model_27_05_2024_scenario_76,ema_road_model_27_05_2024_scenario_77,ema_road_model_27_05_2024_scenario_78,ema_road_model_27_05_2024_scenario_79,ema_road_model_27_05_2024_scenario_80,ema_road_model_27_05_2024_scenario_81,ema_road_model_27_05_2024_scenario_82,ema_road_model_27_05_2024_scenario_83,ema_road_model_27_05_2024_scenario_84,ema_road_model_27_05_2024_scenario_85,ema_road_model_27_05_2024_scenario_86,ema_road_model_27_05_2024_scenario_87,ema_road_model_27_05_2024_scenario_88,ema_road_model_27_05_2024_scenario_89,ema_road_model_27_05_2024_scenario_90,ema_road_model_27_05_2024_scenario_91,ema_road_model_27_05_2024_scenario_92,ema_road_model_27_05_2024_scenario_93,ema_road_model_27_05_2024_scenario_94,ema_road_model_27_05_2024_scenario_95,ema_road_model_27_05_2024_scenario_96,ema_road_model_27_05_2024_scenario_97,ema_road_model_27_05_2024_scenario_98,ema_road_model_27_05_2024_scenario_99
2029,5397971371.296162,5484973767.309281,5320853558.528067,5568444047.928917,5650258201.868915,5295705636.261857,5769655261.6831665,5128204543.373044,5111085446.402457,5214569636.01244,5868643140.865267,5722853211.663878,5817210564.097942,5532363463.183992,5348261347.5715885,5290815967.741196,5679790779.9175005,5702012613.789677,5243215292.467098,5467763809.406737,5257436956.113056,5295071123.550962,5603349994.091941,5648176801.431875,5098036084.863993,5296842183.545502,5612812897.020605,5767432050.883348,5602480410.050113,5242465005.547382,5254598716.357918,5668264732.287838,5695838262.058178,5383531807.702034,5730326087.325002,5735951004.759697,5517667715.714328,5262250228.136818,5604429007.755793,5249740970.224832,5213439469.397123,5136853527.659301,5619071004.758399,5661586746.892546,5755455801.34303,5094556464.572994,5437415154.181101,5625860483.083063,5704827816.466608,5781621225.788209,5849016372.659213,5488906199.125539,5655380903.703774,5214228782.633572,5116296464.030719,5660056189.50835,5114290818.871504,5480711410.687279,5701861258.720683,5693667505.604516,5364091391.7059355,5368806045.873617,5490116922.359381,5469886286.627103,5458184619.499398,5634823042.976719,5857014972.631021,5100156423.102427,5632022776.180514,5566015504.641848,5120574067.92595,5292367589.311832,4981762490.110002,5531233782.436517,5437924307.371807,5393528930.14287,5153574753.729344,5133480313.267681,5065144921.642553,5530826968.1743355,5111513766.341012,5703485732.75584,5202163738.983189,5284267224.654813,5045439333.637066,5108362633.05149,5421303859.241519,5648830145.093523,5363797747.965882,5217878910.489136,5348548659.253648,5362616572.461757,5880950605.584681,4838566164.610072,5753446994.765885,5133513121.031931,5447491987.554087,5795825745.779157,5420293216.9013405,5802710044.439738
2030,5481616853.982517,5593284699.333097,5400518751.160935,5701571209.127674,5816522485.053252,5386091725.76605,5905170717.650946,5200731814.281061,5184335469.274759,5298644955.492447,6093985697.810638,5822844684.679169,6055829259.947156,5624196085.637993,5435422364.787552,5361233390.046689,5819244054.8967,5822292724.171365,5316691886.020412,5539832732.927996,5350857893.262742,5402081064.659637,5730713825.862524,5755861122.712695,5174952257.23387,5394585560.433252,5797359544.3634405,5877928098.938237,5728066504.028082,5326015794.673994,5298045779.51961,5762897443.313142,5833989033.696255,5471209961.232451,5965743502.452207,5870360379.5654955,5608303707.209512,5347111302.317625,5715993665.841158,5329558180.9414,5277949496.075538,5184907070.751045,5701595421.391529,5775040934.9077,5913030316.769309,5159054214.706285,5525938069.352489,5772153340.069931,5827661253.218534,5962419656.756441,6006804431.048905,5569246705.787573,5832883015.131786,5272296361.697985,5181534616.471256,5860535820.315372,5171015577.47468,5579408395.742891,5800353140.448446,5815725813.829227,5487056827.515037,5453723679.5816765,5555185591.214184,5586410548.965544,5546962052.155202,5753297678.088164,5932438063.909311,5153847783.349736,5774681641.021799,5701008505.085747,5155281768.945112,5368776938.861643,5035406184.18424,5709636376.39689,5488362398.939486,5562367797.886938,5232748218.564016,5195256539.851292,5117268802.425258,5654185298.126463,5177598738.785191,5879715644.577909,5268315417.17997,5362689110.473063,5095047013.714272,5176283591.191155,5513296555.901869,5761103675.053748,5420125900.789519,5281782286.877796,5422830611.033937,5479067991.972416,6044767699.781419,4909966535.185832,6070344494.721374,5192439263.146149,5525564747.707575,5912395445.086939,5502056609.817898,5976696600.332178
2031,5511659642.720888,5588648566.703674,5420666367.304237,5701380122.728739,5818392110.174848,5451846638.0626,5895577362.398267,5196073537.362224,5226439048.026158,5324751297.150102,6087108842.960684,5891358467.90346,5943693765.504991,5672112510.854374,5509862010.107197,5404020392.596214,5785988002.758568,5867565179.405608,5347851696.160843,5577206404.737604,5373653186.483233,5462289660.718971,5726303922.896684,5792823740.21214,5232020552.818662,5420081315.893402,5802479119.745759,5923830084.142783,5757714304.060294,5358092025.802567,5304176816.477357,5802113925.683796,5821353561.429906,5509192950.779925,5901042155.817445,5836830610.583,5658040421.483917,5359935874.976117,5789149516.365594,5370816515.275058,5289737885.965032,5201385600.103392,5738100711.164437,5810662244.290643,5920440756.273611,5199560445.625615,5549648179.54249,5768839709.865352,5857265393.11225,5934751240.85751,5949069570.3662615,5604933634.8473425,5774082663.545265,5302969841.259775,5217506122.807522,5858548864.4422245,5193198452.613541,5617800772.006644,5827382335.13796,5864146688.482006,5493734131.040409,5471368858.234078,5575356257.332268,5613030874.426535,5633523275.058861,5798429341.767922,5999695944.433763,5233404523.045538,5799813502.802568,5736058099.478344,5158487198.929491,5370183048.327085,5060361381.740757,5643920837.132969,5521868440.141556,5546858815.2281685,5264063167.45357,5221924466.1999235,5125632564.793644,5622661565.056173,5205545397.947212,5814953777.760956,5321213472.009734,5389016835.063399,5120660096.048582,5232671577.8527975,5512346446.912152,5794590843.643527,5418208541.379177,5287104034.573984,5463237246.263853,5475307151.659696,6020769455.731862,4952033060.473768,5955023772.198056,5211530788.2356415,5597331620.312096,5952176530.726469,5520177675.81919,5998786545.157549
2032,5563958841.449686,5586572223.595813,5453592078.568766,5734143240.506196,5880155612.640909,5505468690.236797,5927554924.819786,5215635785.309821,5271341896.029781,5369844835.905077,6189056196.513126,5939025336.199087,5963126235.71849,5723202330.239237,5578243109.926008,5445096855.690766,5831486137.694243,5935146521.335169,5382121088.831854,5588092653.6353,5426241604.64595,5526793897.765279,5772896009.011739,5847760896.159515,5284218578.90474,5484713471.478331,5877681201.960237,5964375313.997117,5823291748.806635,5423278603.01907,5335651165.412304,5842115523.302258,5864807244.021457,5527032110.826566,5958260673.600775,5868894359.95963,5695719706.15873,5384172780.127572,5863275452.689867,5401183381.896152,5303875111.750414,5216931218.730011,5774294721.613823,5843446786.017393,5964419769.177471,5244158073.104993,5590098449.315717,5823538446.261243,5942396155.180587,5996057251.925806,5959122709.582207,5660018362.294118,5802653409.842489,5348202798.354837,5273352055.430596,5934468503.699961,5201748946.498093,5668782970.898085,5840583780.436556,5907513845.636985,5538502960.444345,5510209569.504895,5603236021.954341,5660398016.63548,5715315491.3623,5857202343.96496,6011100266.937664,5278944908.742609,5826194117.398299,5769426066.83079,5149191141.956065,5389741203.655539,5089216103.649337,5675394491.709222,5526108663.115723,5606328163.548721,5297469575.660036,5258740029.848403,5157892649.20993,5644595650.325724,5226657935.357445,5866864109.31674,5363532448.128184,5420871339.806422,5140468647.883308,5277496987.3056965,5531267444.369128,5855108123.515982,5420931112.918092,5329660554.718599,5499880419.492415,5527674918.296114,6056942647.439702,5007052209.594231,6012569019.78956,5241336686.756376,5626268520.0052395,6046475356.461322,5543806091.250224,6064417756.962955
2033,5609855165.02804,5594126264.18729,5492795853.973985,5746040841.150753,5914055531.98736,5558811719.66156,5957505740.534085,5229610568.988223,5320670482.91813,5405856159.577193,6259805748.075575,5993864629.19294,5977256513.530902,5751323004.734394,5690646621.463606,5487614708.410576,5825223756.735657,5976879797.00992,5405985917.292089,5602892121.61046,5477357425.425287,5604431569.17118,5793170356.071273,5902859532.987635,5349806356.10851,5524304178.898017,5961102844.584438,6037378423.232502,5855599085.33409,5452914683.903529,5328319452.642646,5886652303.149253,5893834226.262532,5552506403.257574,6012416376.930765,5889098974.926237,5744277750.075375,5404467270.702744,5938728280.499174,5447635557.0247345,5316985782.063423,5227205452.5363035,5786610771.146771,5887100521.088803,6005537760.63433,5275008842.468038,5641849465.471799,5853023439.18958,5963220061.869304,6027035705.618187,5974037130.798085,5691625310.759995,5824623346.780237,5380467439.131351,5315325224.811071,6013713118.6144905,5215302651.617015,5723688787.496802,5872377682.548099,5965638383.642871,5587006866.583014,5529497187.218472,5608849702.980961,5707804709.159076,5782921281.557203,5917897496.243773,6027975205.043081,5317481543.431183,5885567231.316088,5821947899.578752,5150039559.805709,5403310997.97921,5114092539.400782,5697151989.12875,5543399486.11877,5653245969.510432,5344117355.091419,5281937180.1922455,5180681110.303304,5668597881.655617,5252493609.007724,5891037814.819755,5405168657.870708,5456084605.707024,5163970113.954015,5323465286.612518,5559058333.095188,5891825157.325625,5428454662.839701,5325890319.862316,5514344998.2859745,5542613316.710933,6058766668.858179,5053268275.427974,6098825155.804771,5255859796.23936,5686345464.14611,6075151814.890064,5573036895.955014,6144474471.226643
2034,5656120505.030832,5590216895.77689,5538908778.561856,5770518471.033829,5960697949.942518,5619701755.595274,5960710271.681902,5251499411.594536,5355644506.350296,5448441194.150382,6358631227.691702,6037629534.665918,5975054873.245446,5787879278.618458,5746096679.597154,5512249366.872569,5838347310.175449,6016150403.136517,5431497688.178178,5637644889.082839,5542125230.007399,5680869714.004701,5818720062.866025,5953595794.755729,5409193248.714341,5587388226.225084,6022909555.2557125,6039569363.977758,5914490599.733041,5511548768.0668545,5341355774.912616,5898704464.392851,5906034699.553302,5575608000.492726,6062478400.116789,5906121444.935188,5797280204.831837,5435688902.633209,6009389548.389098,5499348153.490267,5328158066.119625,5244594542.722681,5801019629.769276,5889921207.626661,6034419889.410519,5310121087.029179,5681459716.726899,5892054565.339249,6020302573.399395,6058665148.384064,5950437485.823773,5711242623.477904,5835268299.73473,5402854214.12315,5365998255.9944,6080775139.412773,5224020743.60401,5756357054.925759,5877774485.076626,6012151167.999711,5644383619.593674,5554285086.09855,5624573710.091238,5760816682.2611685,5867738044.858843,5975990210.50083,6052586034.450704,5377815818.102379,5901839627.773689,5861327685.277047,5119138631.526723,5397202857.99935,5143720331.346302,5712489729.239239,5529560195.830294,5698073833.184774,5377041428.367231,5298224026.764797,5200401746.472362,5670806037.0174055,5275494405.205663,5900713478.206226,5461593104.839358,5462064614.799876,5196160687.94603,5373617487.185829,5555836368.261397,5920189980.068192,5435995648.845368,5339490617.90271,5543411612.831952,5577171132.2774315,6074171517.350141,5128287752.787228,6157095820.941821,5253156795.237408,5725922585.336363,6118709089.89856,5583155288.134233,6202907877.719584
2035,5695824465.32921,5602100846.474279,5553190162.987576,5790503729.028893,6006811963.993125,5692744632.00041,5975668587.353418,5254026829.134856,5408284934.085148,5472819082.426062,6422390914.908575,6067945109.510766,5970453642.831584,5827307515.936337,5803973708.624879,5545698740.302458,5839429002.352975,6086321893.9127655,5457056013.454507,5639369716.965202,5586375019.852509,5758284301.208843,5845611430.93146,5972161392.8726635,5482713697.856789,5629882910.763375,6097299336.465302,6071704968.6128235,5953680514.297301,5550190695.136306,5330763751.034547,5904473608.691336,5929513012.8056,5598124484.897945,6099708450.370164,5908570432.457929,5845260696.915725,5460569137.662339,6081523145.683599,5554500398.587777,5341355288.23031,5230386255.606632,5825915806.377729,5900095311.020521,6072410905.936008,5360731472.929013,5695280815.765665,5916054478.288063,6081454609.749701,6055165400.917655,5932786393.486727,5727985700.458905,5844673511.205799,5433785910.778837,5430238349.842811,6151738794.0413685,5232964139.051894,5818358491.042192,5890006479.414677,6036359228.306528,5700084747.600179,5592451419.520369,5633096561.269886,5795089547.934985,5938775233.68437,6018232215.705655,6038547048.180073,5445911151.125573,5938795167.677688,5892144662.903995,5117767811.146015,5392848170.536737,5168614371.559481,5710763840.340891,5520705924.640696,5746836186.792189,5407121839.841587,5320006021.504329,5222071025.775119,5657378327.364972,5304518928.735436,5907718818.678185,5503413154.455124,5490937338.097518,5195188807.281517,5402169903.146492,5567227692.195253,5951618296.097651,5416424136.172524,5359352206.607806,5575981906.248208,5620536964.194922,6085393073.71024,5186099085.0405,6208242007.194395,5271232377.889343,5748189628.243263,6138125004.002583,5595043058.704151,6220875957.251996
2036,5743921479.288327,5605097720.16167,5612849530.340326,5851562599.104258,6140023735.824748,5757562378.400346,6038239628.262313,5288945054.745825,5494903741.132648,5537641531.560283,6709951248.029238,6346165056.351526,5973523683.772984,5932730992.359884,5900040639.495731,5631558142.239397,5929699508.760336,6142423196.974154,5490067255.824283,5721499202.584277,5683028807.547341,5879060802.467315,5909185303.973005,6011725889.185355,5578072457.558609,5742886278.780348,6244388495.069289,6085392704.5310955,5981741049.006574,5604160583.742062,5339880614.638039,6000151110.203036,6027080137.509201,5627128323.078213,6367466292.776941,5988089817.684062,5920387450.00348,5501281917.532597,6352548207.658334,5629711083.624857,5369814087.299282,5236790550.573344,5828441966.630379,5928692593.455061,6151519640.079769,5450863446.446844,5784962172.90792,6011257298.287874,6223988565.104063,6130382304.843866,6057515199.164321,5778729448.661795,5972325428.540133,5494873843.580497,5509348762.358054,6379969908.145191,5246926456.056606,5917726525.692822,5926184418.4516735,6170914819.261089,5840578286.193418,5662916711.502254,5630862366.064339,5920907970.892786,6032662789.600254,6179507294.7959175,6053346343.283435,5506752548.262302,5999770383.496571,5976048121.191778,5097192789.405449,5398255270.542744,5216841804.944341,5663826842.934661,5537223406.0127,5778852899.154645,5477064806.428561,5341290633.58191,5284387720.055994,5744621192.614654,5358874753.311347,6045145093.851906,5600456328.931871,5519336364.560661,5220648361.131619,5494513851.590076,5606337146.917231,5993255614.301036,5413727276.120051,5365680324.992807,5620468220.928204,5706690329.426102,6102531092.696431,5288746275.425579,6584073507.234926,5320547940.153612,5803338569.606113,6224483559.095906,5651890701.523174,6389131294.589111
2037,5772024610.954669,5583586084.963468,5633835319.162758,5796773018.586014,6065522355.840075,5840419853.072235,5971489272.358194,5289824372.942881,5539599792.699738,5563164417.919506,6601582159.621188,6131811301.496132,5968662905.009777,5907102108.352397,6002606970.462677,5622162155.751474,5856548778.155086,6191260069.253666,5500793329.853596,5694961655.249868,5707435135.986878,5898813522.336724,5869153581.762143,6059908346.161883,5629695187.631663,5766852943.46325,6212271149.5732765,6079962830.303029,6021657913.294148,5659463134.802419,5315806115.403334,5921859629.259808,5957463765.760195,5592084369.827728,6201008677.053077,5872112621.205276,5945692695.458711,5499054394.273895,6223130161.223226,5655015067.007567,5373545968.777215,5214118159.484334,5808379803.260823,5925785055.29981,6116606401.902424,5467489212.280332,5796884008.816458,5953063142.108624,6189678851.4459305,6085343175.986441,5895653498.206613,5763920192.7322,5839839428.868173,5528887331.374991,5537655995.99503,6305915081.329953,5267618198.169207,5890079613.5392885,5909784299.077866,6118193085.523668,5811572594.941675,5651706844.2111845,5626248571.828197,5893524703.229996,6079660811.504719,6110022734.597616,6030833556.864198,5561856054.23645,6004011851.340065,5951208436.283492,5070149346.4184265,5365167226.399935,5240921885.929292,5686086827.181538,5504701853.092195,5849679327.46788,5485377182.786022,5359659315.924162,5301116276.865546,5622308966.412793,5404019382.041096,5910565685.776958,5623175228.511536,5528575032.037982,5229175729.519495,5504697146.539409,5597812969.199468,5990520236.050991,5397548938.278987,5350238944.8390255,5624435982.591298,5688177337.907316,6069243918.064104,5363947336.36554,6339130999.810944,5309686562.354487,5858473319.617861,6227952578.352441,5615493351.118769,6308258175.3665495
2038,5806927420.644303,5568245018.069781,5684649877.901991,5806837692.37452,6094340902.642333,5905322664.989291,5953714445.259932,5305872330.045124,5611497805.346795,5565483627.100367,6663824602.309284,6154632841.868963,5925569674.198095,5940680411.084889,6085638715.039151,5653444918.575172,5817848536.950964,6191804737.7195835,5511551941.963614,5714978448.40414,5750371808.185446,5962995533.430467,5868470484.920804,6054615507.236359,5720928117.31579,5819525735.920014,6254734971.9504795,6050637466.274559,6026899439.180395,5722744875.79303,5269042017.374313,5911385090.813119,5939465015.794711,5579022086.669283,6232387756.260507,5842858479.341637,6036322642.422522,5498146272.781635,6304510763.726318,5704947944.598785,5394152880.81575,5193711506.102094,5803098598.073332,5888372315.4525795,6108346019.649384,5524270481.695347,5796524162.61216,5969058230.030621,6236502461.501624,6059136694.125929,5852815179.423971,5773890560.483909,5840046217.228757,5566139054.449469,5594319417.831025,6384824043.18354,5260332584.715866,5919947405.052206,5887615004.478345,6130891675.859685,5846928413.781134,5669867935.482722,5595640685.783524,5931353401.621437,6152932815.662204,6142973016.305801,6001947058.3562565,5617381164.8764305,6004937638.951005,5967658575.50917,5035228061.65753,5344668019.830285,5271786534.090341,5653583118.018752,5488814715.829386,5869532536.83186,5514450030.070941,5370907559.692436,5320836961.728646,5579564687.152431,5454417138.768823,5888929126.8741865,5672153071.136394,5529746847.794878,5240292221.122683,5572745647.452575,5591126269.861318,5988782082.929267,5380315758.0081215,5339702059.339259,5649959356.341728,5721288864.266525,6043971673.344187,5431298434.717602,6387635421.689852,5318758108.247429,5891965320.8451395,6246954135.687997,5605657953.717979,6337796200.229382
2039,5836185457.346593,5539045245.826619,5686829040.599831,5778105759.386784,6104505619.321025,5962654290.913713,5931398225.426896,5311455099.004259,5669381143.402178,5605897011.076404,6733743327.627819,6155123447.623786,5889199492.609116,5986678364.946074,6153200442.633112,5676909864.441547,5801231199.12823,6206855769.755701,5521579253.89298,5721916187.859454,5800377854.786755,6035578314.07222,5868567131.5408535,6058771383.67202,5797465892.941973,5850180209.785413,6275151269.512691,6034091924.558206,6052738315.807457,5747141573.57791,5236325312.250904,5890786196.916615,5949102032.896829,5557926502.968055,6265655505.326616,5822960622.774771,6043938662.0341625,5498525873.571988,6362387492.647019,5736376455.328861,5392586367.721612,5160614162.696092,5774612298.692099,5867490670.638171,6110758208.49233,5570383031.1614895,5842651709.867584,5977483458.271399,6267498772.902203,6041458223.649298,5801647888.776877,5784491377.051314,5791321447.202566,5622815335.227597,5649488022.393035,6434708344.01874,5253121311.70255,5960575278.742439,5876349081.063671,6148453414.8664875,5890973846.934743,5685118898.321022,5571931376.68701,5959827856.813199,6233772316.431789,6163047173.245082,5975750644.032639,5665848562.695961,6017763601.122501,5969589213.720506,4997971075.673002,5316352998.640581,5319722180.62116,5615505522.6069975,5465965484.2519865,5907179823.094076,5545445165.805849,5385414669.561552,5360729393.01065,5542917217.24332,5488513668.754341,5881061584.004842,5725161316.349699,5522810726.062218,5251496677.056669,5610829187.9002,5607704861.988033,5962433463.79711,5350165311.793709,5326560434.813016,5656566648.051775,5745153674.260206,6022387412.160287,5541224550.120556,6434063976.873627,5328490200.19321,5941677863.901821,6247504913.088715,5594841209.378653,6345758605.215538
2040,5862836229.847205,5500588869.224723,5690160421.927379,5769751117.23208,6136789739.556836,6037014701.02132,5898844401.931472,5298328006.249875,5751885648.192127,5621186014.631146,6786562269.046553,6164246722.736351,5852859822.510244,5998329995.107901,6260755414.261881,5706696080.2245455,5735309370.369178,6234320132.394641,5544834571.4981575,5729840136.050448,5854064569.412156,6106261983.028884,5838556592.961382,6087108940.028107,5865038536.007818,5902870099.481637,6312328517.802235,6023508810.820913,6077594733.010592,5820326997.675219,5208670192.047546,5862155007.510816,5913012298.992512,5540723070.275026,6298088578.929272,5757880282.257929,6088860231.1048975,5495508550.00073,6386016316.94331,5772123899.993239,5395989985.346067,5134720516.758931,5708283433.350891,5834265508.954907,6109747314.314449,5631607322.26808,5853938482.218341,5969788380.201527,6296853477.04773,6020200078.309836,5732089876.664887,5802200584.210843,5752344244.036301,5669287087.272612,5697923703.302542,6470927688.198553,5246596403.410506,6006588151.185889,5839496113.426575,6143097665.123481,5938168187.865543,5713859607.921438,5536168774.797426,6007366603.029257,6309032313.43317,6172904280.498165,5942220783.968864,5715590213.58027,6045204639.633773,5968890309.3389,4956876566.383445,5290635434.303348,5337592559.456405,5577800764.833777,5440805320.112773,5939665026.433461,5578800987.022877,5378373178.266924,5358669925.212788,5486574137.185053,5527079886.948799,5823721541.895213,5792930106.030998,5541356889.200431,5259774594.373949,5669019617.940113,5573265299.640654,5939414445.716171,5314420185.524819,5303579029.0974865,5682011882.520404,5775089534.266276,5964874239.876559,5620798420.603596,6468527090.916023,5333552924.296403,5953203876.119396,6248108461.485237,5588294969.648053,6340391286.894493
2041,5889582916.122522,5454627532.342182,5695655239.691564,5721883228.850504,6153911011.709335,6087815378.45745,5864473676.318861,5296994800.330758,5809210048.007779,5657020768.113742,6846544589.980194,6172669614.7016945,5784487047.304641,6029582037.505187,6351561845.910635,5747423298.12148,5667427257.677757,6230680028.385729,5556435524.916313,5721522700.527538,5933907907.502292,6201300409.256172,5818480643.228188,6062034552.408649,5955308257.336333,5946292499.495828,6343570224.081119,5981008270.31898,6101564750.126576,5854471887.642168,5161058257.862223,5834276972.615476,5878508739.61819,5488946382.561205,6306132259.934533,5711683425.66906,6099234418.646669,5477935817.312473,6449901007.605241,5814494843.0002985,5401397243.093724,5121922261.254394,5666794514.078136,5799762441.905498,6110565132.713167,5687997068.713425,5863582026.566229,5954598341.9976845,6315703771.079354,5972559168.169827,5642693672.872525,5767876797.865907,5694748645.201362,5698236038.085289,5758155852.654008,6511562388.874398,5235154107.229077,6005466537.052392,5774394817.26635,6151908390.392164,5977745435.481791,5738625938.607741,5504101804.883343,6024066613.613668,6403040303.628483,6175194695.851406,5886321290.857433,5781702049.194945,6023321539.61016,5951041665.664469,4903277553.43209,5281298121.328477,5376906496.7195425,5535648976.462108,5403661005.826984,5964623112.0363455,5604920890.223215,5384006821.913893,5374870127.31445,5427705276.605087,5569681325.088338,5773808123.178795,5831499489.213377,5541636370.1993885,5267092454.870967,5743208600.6657715,5543778861.10444,5913425425.199263,5272507336.984607,5279418134.526312,5671643393.543828,5789981075.800446,5908187355.82163,5718469998.754238,6497251559.501926,5348000880.433851,5966729070.109956,6249714254.570978,5560831942.852937,6343578781.018468
2042,5924151528.358765,5399203313.747068,5716016508.204254,5699994839.2092495,6172953772.706312,6156342530.008665,5822763703.065749,5268935849.903167,5885410422.832046,5685163495.3763895,6895199067.922718,6141867737.915333,5719689101.511237,6058559590.427022,6452441950.630892,5750906420.082312,5592715073.732627,6254488276.072079,5547017658.880815,5705607310.920582,5965663209.73138,6274680676.50156,5770431450.543069,6068997344.425274,6050826922.243903,6006499097.217319,6380102663.198656,5950530705.074518,6101384203.676531,5902052010.791089,5108588568.125838,5791987542.003037,5842046607.723972,5438004543.502561,6330349929.890211,5651429745.261409,6127096634.478891,5474908592.5650015,6462698732.673983,5851751667.517949,5417811309.24899,5072257893.4756975,5591553272.326856,5768740352.079281,6099623969.778749,5736558735.414357,5861077730.67376,5945884678.99888,6336975770.107783,5938035091.397494,5532584604.496508,5743269983.292257,5629512417.883692,5733215232.330271,5816681013.650541,6556769820.278257,5219469492.66931,6012275245.213666,5715991738.135946,6173519134.329628,6021435996.690164,5770821347.057554,5478302461.5932045,6058680276.304511,6467487259.736991,6177557552.564721,5797621245.421175,5877526448.432783,6012801946.194643,5949410239.8622265,4830491853.278824,5254585845.711444,5412617530.668476,5494241193.140545,5350868645.853837,5999709436.439227,5631024504.89516,5398189357.229229,5410220400.42569,5366900344.60423,5609019268.598554,5692847222.732608,5875724272.429332,5569879842.176152,5279381795.626694,5770303310.706196,5516780470.624368,5886580994.660034,5217447282.412378,5268798078.565936,5683519939.671375,5797024917.271559,5851069262.50018,5833037051.988223,6510446018.613657,5362064865.280933,6005256630.014475,6217390350.940771,5535255725.081427,6344621572.324821
