,ema_road_model_27_05_2024_scenario_00,ema_road_model_27_05_2024_scenario_01,ema_road_model_27_05_2024_scenario_02,ema_road_model_27_05_2024_scenario_03,ema_road_model_27_05_2024_scenario_04,ema_road_model_27_05_2024_scenario_05,ema_road_model_27_05_2024_scenario_06,ema_road_model_27_05_2024_scenario_07,ema_road_model_27_05_2024_scenario_08,ema_road_model_27_05_2024_scenario_09,ema_road_model_27_05_2024_scenario_10,ema_road_model_27_05_2024_scenario_11,ema_road_model_27_05_2024_scenario_12,ema_road_model_27_05_2024_scenario_13,ema_road_model_27_05_2024_scenario_14,ema_road_model_27_05_2024_scenario_15,ema_road_model_27_05_2024_scenario_16,ema_road_model_27_05_2024_scenario_17,ema_road_model_27_05_2024_scenario_18,ema_road_model_27_05_2024_scenario_19,ema_road_model_27_05_2024_scenario_20,ema_road_model_27_05_2024_scenario_21,ema_road_model_27_05_2024_scenario_22,ema_road_model_27_05_2024_scenario_23,ema_road_model_27_05_2024_scenario_24,ema_road_model_27_05_2024_scenario_25,ema_road_model_27_05_2024_scenario_26,ema_road_model_27_05_2024_scenario_27,ema_road_model_27_05_2024_scenario_28,ema_road_model_27_05_2024_scenario_29,ema_road_model_27_05_2024_scenario_30,ema_road_model_27_05_2024_scenario_31,ema_road_model_27_05_2024_scenario_32,ema_road_model_27_05_2024_scenario_33,ema_road_model_27_05_2024_scenario_34,ema_road_model_27_05_2024_scenario_35,ema_road_model_27_05_2024_scenario_36,ema_road_model_27_05_2024_scenario_37,ema_road_model_27_05_2024_scenario_38,ema_road_model_27_05_2024_scenario_39,ema_road_model_27_05_2024_scenario_40,ema_road_model_27_05_2024_scenario_41,ema_road_model_27_05_2024_scenario_42,ema_road_model_27_05_2024_scenario_43,ema_road_model_27_05_2024_scenario_44,ema_road_model_27_05_2024_scenario_45,ema_road_model_27_05_2024_scenario_46,ema_road_model_27_05_2024_scenario_47,ema_road_model_27_05_2024_scenario_48,ema_road_model_27_05_2024_scenario_49,ema_road_model_27_05_2024_scenario_50,ema_road_model_27_05_2024_scenario_51,ema_road_model_27_05_2024_scenario_52,ema_road_model_27_05_2024_scenario_53,ema_road_model_27_05_2024_scenario_54,ema_road_model_27_05_2024_scenario_55,ema_road_model_27_05_2024_scenario_56,ema_road_model_27_05_2024_scenario_57,ema_road_model_27_05_2024_scenario_58,ema_road_model_27_05_2024_scenario_59,ema_road_model_27_05_2024_scenario_60,ema_road_model_27_05_2024_scenario_61,ema_road_model_27_05_2024_scenario_62,ema_road_model_27_05_2024_scenario_63,ema_road_model_27_05_2024_scenario_64,ema_road_model_27_05_2024_scenario_65,ema_road_model_27_05_2024_scenario_66,ema_road_model_27_05_2024_scenario_67,ema_road_model_27_05_2024_scenario_68,ema_road_model_27_05_2024_scenario_69,ema_road_model_27_05_2024_scenario_70,ema_road_model_27_05_2024_scenario_71,ema_road_model_27_05_2024_scenario_72,ema_road_model_27_05_2024_scenario_73,ema_road_model_27_05_2024_scenario_74,ema_road_model_27_05_2024_scenario_75,ema_road_model_27_05_2024_scenario_76,ema_road_model_27_05_2024_scenario_77,ema_road_model_27_05_2024_scenario_78,ema_road_model_27_05_2024_scenario_79,ema_road_model_27_05_2024_scenario_80,ema_road_model_27_05_2024_scenario_81,ema_road_model_27_05_2024_scenario_82,ema_road_model_27_05_2024_scenario_83,ema_road_model_27_05_2024_scenario_84,ema_road_model_27_05_2024_scenario_85,ema_road_model_27_05_2024_scenario_86,ema_road_model_27_05_2024_scenario_87,ema_road_model_27_05_2024_scenario_88,ema_road_model_27_05_2024_scenario_89,ema_road_model_27_05_2024_scenario_90,ema_road_model_27_05_2024_scenario_91,ema_road_model_27_05_2024_scenario_92,ema_road_model_27_05_2024_scenario_93,ema_road_model_27_05_2024_scenario_94,ema_road_model_27_05_2024_scenario_95,ema_road_model_27_05_2024_scenario_96,ema_road_model_27_05_2024_scenario_97,ema_road_model_27_05_2024_scenario_98,ema_road_model_27_05_2024_scenario_99
2029,473217412.9801936,451113766.46982557,512822294.67549026,471687818.0717201,466925966.79938495,488273856.6879223,457953795.45569706,387495516.5283944,427483833.1903778,401522062.3061557,473220070.4755746,382939740.2901297,424290066.32715213,551766047.2056735,530913493.22027886,423971904.0430586,413403122.0047749,560638655.4078181,406833183.4262221,536513850.44586766,433311108.1763532,412081454.5599532,423955243.4472934,529366360.439453,486756574.1631561,487264076.7445009,446503128.2906123,534491794.7210989,498145888.26619583,546634755.2849705,481336884.63053477,457153308.6055515,453607392.59559065,450821312.6821835,397332537.035328,464253525.01054096,499838484.16607755,421632478.50126547,441932811.2102307,493623105.6347357,418536902.8329141,460731949.21472704,496426622.17226166,499637156.0300003,552142908.5096844,454988858.4542203,540054102.9718536,420497374.40911126,517266266.6825599,494546517.3358197,433366484.20861155,488666163.887629,408808576.94257367,440980871.24888486,404196329.4833523,413388612.6856458,408699051.46808773,491962011.9563061,490017779.0392438,509203654.4456831,411884871.4915978,406194106.44506186,545869903.0287542,398239800.9066927,493949154.57341874,475774131.16234916,539631595.9671664,547145824.6215651,490740758.9677085,469545591.6826727,444563218.61067617,413205925.0818429,406165718.90851355,416347725.0980206,503237467.8761904,382384890.4126682,398768126.3983561,432450137.435808,470194244.18755984,431763039.6465299,476206397.65451944,443153235.0844834,442271353.048983,457148469.584464,463838061.16731775,521675431.05092055,528461775.2720376,489999722.71135587,482418493.3447164,452346180.83863276,426636180.9753533,378543037.4938277,521558279.23321754,409953920.02799845,425917395.904961,409167282.3595704,555640441.3664982,528715391.47579986,428822701.89140326,481499591.9448352
2030,472572740.4964676,456037786.3254713,523228363.6512295,475256231.190874,467999564.17596984,491238404.6527633,457784752.49232244,391576824.9321296,427460004.03901464,402260425.6561618,480677976.695935,384446087.62837183,422936411.10277766,555549639.5644,536150008.8639287,425258307.361647,413606460.0253898,579839685.0841084,413293909.95249975,543758088.2828801,436030494.2270493,414633511.2835026,424713762.1056892,532162715.4690417,490003202.0286308,490668199.33905065,451850114.0417298,535485764.8670548,511672651.58773464,557782868.3227868,481791852.7489284,457158187.6322714,454065843.7236828,452734456.8962889,400169558.45604706,457116156.1173941,506194277.11332965,425590072.09667087,447537325.8758937,498646388.3694515,416388785.99751455,459640077.0581047,506789616.66161805,507786120.4049041,563408806.407288,454550869.33150804,544001436.9625266,421916305.9840009,517975027.06616026,507046968.498558,431000723.7943573,490727586.86601627,408009082.436525,442415871.9570728,401167141.90850115,415154859.0074362,410939075.4856936,491272032.7175665,494787361.7248539,509205009.03007483,407602939.9245141,401737906.87039244,553578073.5045757,401040623.2950914,496510107.1859202,476303095.50817084,546646240.5346426,544174126.0608243,502232639.24110824,477617438.3437534,444679164.749574,419413946.5575132,404149692.12153834,413546600.848431,502226848.2878835,385419597.34910715,397178483.03333944,433484862.91976357,473722617.3719762,430456473.60947704,477191422.75949407,445114289.3430507,437498508.27774674,463211738.1032366,467124378.1745483,529806155.5412998,540237620.1553617,496946144.79877794,480726426.78851,459542834.16924274,426606964.8797114,378465760.2629987,528049942.0250479,414019997.02906394,428851871.78483427,407716519.6066539,562480981.6461011,536285373.29681194,426359885.1223515,487566499.66380787
2031,468326469.33355474,455924768.42074597,525993774.5386724,479441443.50455785,470081973.10013616,502366089.5039908,456053798.8175372,391505369.7413629,431522405.0691867,402772888.55318785,487159817.04872584,385677594.1541474,431563955.53572506,560907125.3467078,547001389.9147942,426706336.16258335,414496357.1257036,583609764.590558,415816134.66786695,541626030.1499829,433287566.6357398,418083319.0844114,428546510.1519834,536007024.5439767,499578933.4033302,487039318.29891413,457579073.0529574,539773526.3587451,509853034.05538654,559426170.746211,474391578.9161879,454597811.4905066,458607023.87210125,457211806.45123076,403266926.8952829,454692268.78139436,509904330.73661816,429859128.1716372,453045959.8313452,501485190.1147288,410401264.0967205,460751023.2352836,513981377.8133794,517255744.455855,557553037.1706145,454637054.7592336,534663473.71022415,418577344.1998927,522635817.9695817,506812922.6774423,427289639.456164,492108670.75408053,408238605.6985073,440238948.2025168,393998440.5326791,415468927.874766,411933150.2962214,501427059.8653998,508879520.6857894,511321181.28299636,403013321.4898565,398456849.3531699,555078642.851863,403599767.6059325,507269443.5471407,475547884.1302037,564234871.0078548,558522612.128085,505721263.3696655,488014483.45706147,442721782.0504919,417993786.7223115,406405638.1635425,413280454.8849075,510297778.65466994,384934341.9835291,395833774.95911324,435021327.2411576,469038994.88509387,428536497.68025887,473432477.76447606,446640905.96435726,440857819.26756686,469149546.78157556,468521370.42147803,538658373.8828334,536264150.0990232,502823559.4505986,475349596.2389765,457031280.6082728,436526484.1078835,377772495.79563355,524520877.680322,417687562.30490613,434962005.03100884,406613956.56591153,579545972.16311,548678539.0672228,424169498.8239616,493653531.77715564
2032,466128711.78768957,449048283.99235773,532932275.4579127,480154291.0116816,470716576.50083315,502459103.39931273,454729346.2505661,393109125.14720523,434589236.0997788,404568472.86133593,499364045.2635452,387775827.839591,432747773.2216987,562682617.2870822,557023902.7335652,429219284.7965885,421310875.89784634,594191981.2558322,421613951.6216018,533533853.5685162,435903386.6532864,419880936.19333124,437311808.22681665,541714296.6077812,499821195.7675265,491597600.3284098,464383909.49349874,538683333.3091435,518508112.5203383,572488519.2664045,476787642.144686,451919396.0839407,466193029.8414885,451134596.2783538,406606936.010579,451134676.54527,511327590.9841867,435496680.3764778,459108613.29371536,498010960.1821594,408125025.44737375,457394209.44198436,525074744.7213857,519932970.021047,552687474.1219343,452922914.4755254,532257506.36877155,418150904.88274974,535971772.37752235,514861268.9623711,422859056.15010965,498895814.57497454,407265585.3222532,443692999.01507807,392341115.4182005,417032936.106197,407374984.4796927,506408733.8696395,510756049.82566464,502079270.87591946,399005346.2188866,394897447.523316,558818716.3412919,406985839.3827511,513391117.83872426,473017814.8921912,566712216.2247379,554164356.4457998,502784165.5955633,485609206.13436246,440489958.3805566,421737887.335456,409896598.3074664,411736442.7491358,509887278.3647355,386336927.84236455,393615130.05785406,439588565.89161843,469610686.13774127,427353355.4253504,467684024.99528694,452297527.3307545,434024289.6181959,475676511.5775541,469413429.3849956,544291156.2723701,536286637.0846324,510735295.71159923,472937398.71109354,466220888.1347339,443101810.39497185,382201505.6868206,526110599.67752373,424084961.27532214,432253142.3695515,408165809.2612566,578150904.7099836,575389516.7581296,421607175.9478221,498283466.50918937
2033,463224564.7818301,448696753.9199754,541473229.578651,477172481.4244033,465868180.5547718,504508079.5521183,452726351.2663268,396200432.08028626,438600687.00446737,404843168.3319024,502184997.7068562,390932534.94167805,435459857.88105714,557798158.6973121,583374412.5731469,432456966.8107827,415395045.3401791,599360019.9407597,428601341.3180356,528882503.77000594,439431500.3024089,424022145.3303153,436618839.26833284,549900782.4468532,506861776.77026844,488320339.7010117,471395400.18509835,547218264.290887,517917771.4489234,570826454.0624099,467522870.8978192,453688685.1149717,471234599.0381775,450520501.73544294,410893689.8712106,446993117.9924637,515916293.47073704,441254508.06071913,465925340.0051564,497989917.6059101,404588930.5208251,456384197.5909433,528326146.555273,530181350.72611773,546089864.6404253,446958443.4575055,531345795.87669927,416727103.3841438,526843004.45409,518896266.4653282,421967560.19964844,496382986.3208949,406706990.255707,447548338.9617368,386311686.8782073,419882806.6662383,406056269.276596,510501448.76207703,522128157.2279478,501031854.93835557,395669942.70116115,391367545.0697086,557374853.4473796,411547040.6832582,517004327.22937834,470004510.3473002,574941765.6188502,547015617.10325,511781609.3213143,489735977.3052444,442949687.01881623,425583311.2099512,412996318.3197563,409387735.542125,512806258.6896974,388562430.95218307,394439756.4042456,437425108.7870907,469103061.14828527,428976812.5197003,460225851.3032007,453426627.0407662,430374392.96672285,485435950.4155123,472096831.1532365,547972813.3309586,538805462.3361356,515767178.6119267,471997989.72949284,463346505.3741248,444777634.89736897,378911736.31738955,516172279.96326196,427474576.9766853,438895982.51488113,405878240.2162114,590010672.5126867,580451560.8533645,419919902.6456606,509506264.5761604
2034,461121843.85416615,446048619.61760104,552562703.6478834,478016351.82583624,465281995.82866395,506695549.065181,446891720.1189108,403441238.50989366,436786543.8112061,410100463.0895212,514864753.4924935,395120494.3379468,439631889.9485985,554781629.947346,586005573.2644024,431129683.429526,417233439.05876315,603339740.6096609,435568779.25762373,529126058.9663347,446782636.72075546,430663657.9926956,440200633.8867583,560506858.4518689,507388712.92059356,489695799.20197904,477735813.1527111,537295995.6548188,525631218.64987344,578295218.5843303,467029940.4724244,446863353.00602746,474078855.45057255,449216814.53409123,415936429.56421924,442377926.6962403,525428655.65651137,451029601.376651,471823763.90513897,499468135.3858826,401505600.87631,459488173.6486988,534750913.0332649,527365921.9225929,538889304.4569294,439933095.05954933,525751693.77814555,414278803.4351647,529331939.9059717,524360840.825041,411740342.5300597,493500681.782557,407179287.96724385,443520126.83009267,382777730.3187833,419350705.03582406,404441118.05639935,511527321.11509156,526772230.1088176,498032404.0895147,392655541.5000064,386900634.65648925,559054342.2808013,417139150.6703523,527632415.4514531,467925253.00042903,589151269.4999709,544148073.668407,508703287.82094854,497370089.5747,435429938.5987525,427824944.9928731,417313732.51062316,408598869.70487475,508255181.5946886,391381129.94212174,389628238.31363595,435844984.1307334,464945003.8651053,424790396.7136458,452174461.96672094,452068836.4784226,431237733.8142201,487560954.5235619,475227407.51414293,553495777.4947059,533293431.9043989,521547041.5320323,473149213.5892664,465464166.51016176,451410089.53068656,380564192.565418,513978411.04188174,437747815.8462066,441354100.82546127,398247822.5039127,596103882.3045499,594704383.4712746,415458389.9701655,512777150.54461706
2035,454588681.9175122,447760352.3319613,553384257.9238298,481723566.45981705,464993677.0537276,512912095.0792645,446292628.8482922,402793886.6984026,439963516.0438899,407530002.78222585,517241986.1286866,398975077.8131691,444860660.83894026,552403842.3013786,588196403.6162581,434592996.3252547,417137078.2751154,614026421.8798149,443540557.087261,514249735.4956224,447934955.5494554,436093791.62078595,449074978.73833835,556286446.0152303,512861520.57255906,485896209.7164408,490789929.9529961,539020529.4120116,531428021.8270817,575015997.8293209,459598455.2491412,439607839.0477817,482676643.73083127,451119634.0118812,421816045.73341906,439160286.9940447,528805174.8246469,461247055.3074171,479739106.83788216,503667021.6744808,399509586.10372394,451465431.973338,548877257.2415333,531181867.3214228,533637395.0865048,436534637.0234012,510878934.3408427,415051939.0827414,533234687.52604204,521102815.67398715,406145437.4289475,488629677.8226213,406929229.5686822,445183940.0133879,382374367.3399763,421273963.9867308,403471170.1416489,521929755.90452904,535132119.96320516,487044990.972206,392120504.0133076,386180644.9341862,561504291.1183305,421929501.53471416,532024948.35393196,463103619.8128332,588670264.442889,544655041.2593193,513998379.8798402,502275344.5407492,438198569.93620825,431389869.63220763,420771752.5853554,407873569.65456223,505404641.61807597,396284554.27625835,389317385.50199986,435535894.8171014,461122464.3422371,421657871.52380264,444700871.2269963,452853298.9677968,423856387.15478534,500516526.2501704,470723888.94060993,549758199.1359406,530022526.26399267,527826419.23480725,462404724.93077743,473895193.24829733,463563696.3921128,385621393.34169614,509295652.94259226,440536834.7198006,440520442.081934,397369056.9932958,589664829.5288842,599695579.9410532,412221762.36471283,508042382.1031995
2036,453310990.7637216,439792966.1585727,566179086.8615339,473903243.04795045,462259866.6878123,510562691.1719127,437976406.5870737,407401175.5943352,443017728.0922744,409725848.3392653,526446612.99397457,404394348.871837,451000085.0722978,548150104.9954255,597361216.0972584,435184028.5919653,418216031.02629757,615974973.7220396,453500769.0259598,512053002.1165384,448240197.27999586,435031976.3819834,449122637.4128202,557683231.5961719,516993665.2504215,482727387.10025793,496873565.0945105,531472837.27755964,524518327.545454,568489282.7604952,452823110.25427437,434063741.2485032,491772023.37433326,447726094.98004544,428504367.11404264,431727184.70729196,531280456.753026,469437631.55688244,492741096.0594315,501718322.45901847,394975386.1074555,450428758.35980463,549675289.6328828,538960500.1299868,517590398.23630375,432854889.0347698,504076806.1146449,410882837.3649615,534015994.0390518,523963326.3584363,400078572.62083656,489206993.62478244,406616189.67833567,447031835.0186901,378079532.32591206,422577830.9852544,401360676.88226956,523204071.2498375,544473782.4478896,478666293.2597554,384783525.89572763,377546177.82287955,551508395.4751103,428771963.5000026,534240876.8718103,455138099.80021834,595809034.0787721,538749688.0846101,511772289.98573333,505415196.0561397,427440041.8222865,436764730.47561723,425874717.3753942,408322240.00300825,506047854.91343355,397915936.70826304,385014279.29300225,434155702.1778456,462082644.0474913,419234581.53260744,436416464.0167217,450802946.7134714,418184623.36614025,506676874.7066305,467608651.20397973,564755421.8842919,526807568.456156,534626557.1990405,454503494.4578245,472886329.476613,468773953.6702869,383309631.6691376,502951939.44202864,451752127.895926,444498164.81643474,392335660.43811274,591126739.9535046,619152190.1821314,406727592.05305934,512079162.97183627
2037,441385267.82669693,435972034.29339886,568608843.1455266,472277165.3285492,461693620.485422,518779290.5798671,432908780.9608798,412449829.8894447,448018854.8685937,415807477.6715722,536487873.0934062,409601189.66901183,463379939.74985504,541688275.7031378,612140452.1949668,436465679.67839885,424168735.8633882,623999850.910998,461723008.05449915,494748027.5841811,455042020.04027784,442043923.66125995,454213660.69818604,569659901.0921888,513739615.53641516,484792184.74973667,506447225.7556352,527872233.2064304,533660122.4301199,571523796.0929962,446314228.1350002,427074210.6452137,494185629.9549453,439753807.95720506,436131933.29458106,419182874.1125525,529115622.89785564,477994711.8397958,496522167.2183732,498666535.26707876,392980154.10541296,444146824.61504775,557047815.5165797,543652127.1946182,511173070.65487915,421098953.33065784,494683363.5614854,408169580.6353469,527762255.1090846,531756918.23223644,391801947.59065306,480228773.55927944,405748874.0524713,448538921.1769888,370100261.9208089,426140709.57913923,404770793.19807667,524008249.747487,555044140.7818773,475125448.2347506,383568895.87573206,376774094.54910874,552116860.4225998,436174519.6560719,538727168.2721103,452396792.9133233,601988797.2808585,527195485.31586194,514184036.5120265,510618014.8817922,422846316.3960359,440456369.37726706,431944938.3160766,402313631.7942827,499027864.5224058,407330068.1871151,383755478.68966955,434162523.5144036,457837960.88256323,416806487.37638843,428417191.0433676,451388790.8906791,414270618.66274107,518201501.2742392,465803364.3581848,551136585.4028763,520808933.7017211,539941952.940624,447969498.35540557,473498344.1002927,479937478.36110574,385730755.3923891,488877464.32356024,460252262.2879322,445645710.8425712,389168419.1996845,597134802.2926002,633481119.6148974,404124333.6339104,513388028.7111514
2038,434362623.7766587,433120776.3473409,585062102.6289258,473729740.21292996,462013227.279679,519296129.8358184,426929967.3667023,421205092.0241344,456730950.8479929,413244533.6406095,543561962.3495617,416278112.87287545,466651553.97609526,534986790.4816726,620664664.2131915,437807576.772388,419760974.11685,610927698.5994058,472216651.37200886,482672928.79043686,454548658.03859985,443909457.9363594,460496219.30861914,563042549.7882111,519502210.43488234,481270551.1691861,515250845.7494335,516055169.8088755,526722365.5932058,570174192.9702085,433647324.48068243,421475533.42819035,498305517.4900731,436200383.9369476,443802611.32095385,411009702.0441158,546450449.2473462,484652745.5422603,513732164.48168886,497035458.4120556,392324128.0170841,441310740.4761003,569648904.2840288,538855132.9365153,492236191.8147079,413156682.22261906,472506692.46760714,404618848.2461052,524959625.56244075,528731764.57830614,384954643.31339526,476849480.5767784,409661259.9163152,449059800.9950087,366175642.79398054,430036109.0838535,399814472.2297313,527612073.18172294,559793446.7892393,464420188.28565717,375341740.4654924,368501711.7570743,542645078.4212868,443987768.9039463,544465673.1425122,444936787.9706807,606271052.2106724,519987217.58123887,508674298.76613057,518073982.1290383,417109845.75361294,445808614.62668526,438539494.18000495,400327402.06635654,495437847.09018993,407049233.67921233,381622581.5195588,433876832.6357806,450109405.0702729,413708885.457502,422388281.68690515,450908779.1003231,408836957.4571084,524683797.977183,463194419.7823318,559660235.3999076,512925554.9083442,546900079.1257162,442609329.2594891,475528343.72694033,494636943.2340178,388479065.19425106,480783762.161487,464009021.39450836,447986982.5816748,385750479.2080586,592320137.7182488,647453529.8381699,398141052.9669589,519364441.78244805
2039,426939035.0703503,428527012.697817,582288671.097399,465092449.50963366,455490784.4619818,514565021.8154118,420628517.1692563,428465638.41978395,456004189.2497752,419872197.00297636,552573801.1263678,422700607.61405694,477128705.9729167,530927613.12440825,620556327.7254497,439906690.5781734,424736512.14336884,606970788.0353025,483713747.4069173,469365178.17220724,456842233.68109965,450730968.3601729,471296518.3372557,560601146.833808,520261741.67178166,470730663.1790319,518726001.0350471,509008215.6604819,528688069.78252816,555262006.422174,423622261.79631245,413953259.5314224,514065832.23275733,431553977.2699238,454414919.06957835,406866852.3666532,535859995.39912474,493475099.15407014,521521944.08494246,489346374.68344676,384633085.4347719,435746263.3571474,578415050.5618466,542198725.8871617,476879020.54916376,405587512.928934,465386807.3877512,403473738.33010817,514948027.5735079,532989020.4746492,378719560.2217003,472544328.1386937,404211876.1089878,454510814.00331044,362695724.91257346,432865408.22787935,396991338.3513875,535511401.0400501,574666910.200932,456405517.59207726,370506835.7135619,363357135.5905113,535976885.41771793,453976772.082019,553537620.78028,436984182.19952744,612997755.3519237,506583638.209254,507637298.9342971,524904931.408298,411501067.3010551,452249012.02306545,450122551.70687103,398180051.3199463,491976926.49841297,412326112.5343101,378674399.0727606,437199200.4321157,448536990.969943,411500206.00782216,409464646.3140423,456127209.8295024,404642910.7662296,531842896.01844007,460407471.0867231,552455486.3698153,512299359.6186255,544802257.5413697,433298503.433934,478714897.23259026,502579172.3417917,391904875.7938335,474146641.47679985,479690925.1765424,451129927.3871781,382000446.61492723,596522282.1816084,658578604.2069553,391961234.44143903,521130570.5536033
2040,418616499.1058165,423207687.13446945,582250681.0320982,466445941.77442515,456287589.59906244,518686571.4067245,414251349.65759647,430640645.16806465,465511062.0620462,418737828.3573495,561130298.2940674,432107270.4207152,490409418.2966683,517840766.8754963,634522784.1613429,442382002.35077417,422724809.9163146,608012329.6051149,502573097.0311005,459264799.66396415,460709362.85533273,455250147.94016516,472491589.4026422,569260946.3287494,513294369.80125785,466105068.1387286,528476976.7298943,504184033.64079046,533052246.9048806,557883628.8393967,418646258.2753204,406991579.7153424,515256650.08822846,431201847.023088,469897050.2400762,394350755.0748209,540793000.1745954,505959711.794981,526777255.81045294,483061767.05043334,382450648.2020178,431649138.470307,575086024.1975498,543185779.2063714,461738280.41539,398450134.2645017,449947532.79486114,399341587.29258096,508367727.56009966,536481289.1666411,370346066.6164719,474167904.62143934,403722165.3099717,456654870.5948686,356560458.3956053,428449968.54145366,396088152.20667046,546902060.3980392,583733862.225246,440365841.33272666,366041086.41692466,357991976.085881,526317343.6683798,469700998.568594,558547801.4149021,428612862.92058194,621250858.753391,492236346.11027265,512002249.9051873,530425460.2680634,406706033.0757203,458811332.2632751,453380634.5700525,395939543.3706785,489095004.79348886,418175908.58167565,376690917.8795799,432104102.83132815,434918601.5982734,408238354.7714355,398445874.1475238,452753339.53921854,402768432.4955791,547512499.5230026,456954101.37909,550869592.1226741,494533122.908018,547629173.1748841,424562150.763648,480794057.230479,522131616.02976227,396054238.7620756,458313469.1361569,485745902.7996758,453753850.71508324,378107346.21176076,585961298.4232085,671277790.1644981,389045703.3725673,515550567.54171914
2041,410280946.172652,418345375.6133319,585040816.9322019,456340452.6639581,449803196.45732033,512064906.6719006,408545140.8835098,442601095.47366714,466844622.86281455,421784188.55115706,571463813.8110421,445821087.0239867,501040620.4701272,508944132.4643359,640766443.9704912,449763305.43581724,424960813.93872225,600001219.4249672,516576415.35120964,447787478.9425392,471462161.3756027,466763557.56911707,483403567.40448874,558052470.9568098,513692074.97722447,460670457.9431047,540461159.8555363,489235531.72012615,535499950.6627499,547451750.005164,408779858.34393936,399620352.5022535,520675526.5513094,420962909.8025328,476908786.909463,385127990.9272945,534969017.1942892,518871575.03568274,541470919.5684367,478550487.129727,377645826.0369353,431195627.7010894,585394998.1173342,547993089.2397405,448053732.3150164,390992227.1320512,434992375.0435184,396087640.7515713,502284375.4754677,531059764.3503294,362534069.30048186,458158042.04355204,403498868.6166606,456617213.2853657,352107585.5068063,431032784.0475569,393771908.3427359,540876956.1166272,586667145.1870534,429404194.7645055,361770460.4677171,353390589.3664637,517778078.486536,477790879.93356746,565020177.6702085,415629030.53980654,626673763.8463337,481028942.1115265,503926298.2429322,529590759.5391586,401685822.5196619,472324622.4898416,461554086.2778206,392641455.9687896,481237422.3860369,423972681.4184703,374240352.3208048,430435076.16115403,428210096.2460246,405277906.2958075,388624677.0479139,454768969.41336644,392586666.9478976,554180859.3430725,452846708.32839453,554066084.6029506,481036608.89742535,549433763.0016433,416825434.06066823,482181222.93794465,527536307.65521145,400143109.32696337,447626315.2469991,497473680.9710729,456397205.06069833,374991063.699538,577416293.6083546,688292987.4077408,381039572.91471225,516088346.33437026
2042,401737629.24066687,413421190.92191017,593955543.3769472,456686467.2853853,444808868.2736379,512640761.6738489,405285118.09713703,446435519.97708964,471959961.9485896,425250500.2478384,584791366.2561483,451216951.246959,516752945.29674995,498005475.3393887,648483617.5125303,446132002.7986056,429465721.03470075,601902761.8624876,527665254.56819665,433542074.3504682,469386417.57818305,468733623.27818096,488183364.6177763,560710710.5010073,511240889.3287076,459248934.6102537,556730915.1632433,478964280.47538555,530720579.4475967,539625549.404048,395705110.6765642,391888291.9557862,528549237.8870924,414442275.6806992,494118840.48506784,375744187.24073374,535903364.319874,538251123.5101207,549335638.8050992,472746585.29271275,378060083.3630766,420309860.97075623,587855362.9674116,553719289.6595633,430348307.4970767,381528495.65031123,415765077.6959375,393413548.8499092,495764260.84530777,530736296.15025723,354668547.4957396,449286795.062655,403368764.0999718,453836289.27860457,348068279.36387056,432112575.4591615,392238814.1013346,541222196.8471202,599300813.9085015,423742626.7286736,358051376.968503,348298998.1051791,513292272.77797794,494014139.20518404,561044293.6761893,406421975.20674616,618538074.3012154,475051031.1739285,499022636.0766421,537752227.5640538,393594265.1146548,481187569.17475617,470811110.9705525,390053347.69296765,473632995.82760656,431666279.21186674,372041221.49018013,433418812.05147487,426339113.8094424,401587394.29685247,381520378.3569009,450249382.8049816,385719426.3022606,575982321.2072011,450033762.33316326,534775911.43871,470755917.07133746,551628265.6296427,407054060.79359454,490338386.4069551,543468899.9338253,404191021.7300304,439665351.5721281,515734471.7494249,460192055.3901309,372088383.320596,579212945.6358151,698497607.6344042,375689361.99868256,520087968.9852693
2043,398541643.1490998,412925284.9285329,602332449.5863557,445729127.94026774,446322724.5148152,511195386.464097,397523716.2608938,454783435.6017556,478985825.18102604,433151161.80455226,592856013.2309942,468687193.7844024,529801826.9822434,487076076.5791216,654193358.3740007,448155173.5569346,433679271.4227154,589854270.3650396,550079541.6436673,415105210.54934096,477988027.500785,475717674.6763977,496613366.5067378,556686088.5648206,512618557.0599302,450789231.7754363,564007630.1325905,467362150.84928304,527793269.29140276,522180442.243883,385652316.9049523,383172020.4886452,543494246.8162184,409568632.26666814,508185915.9563851,366328100.23880816,540861739.7032619,547797798.8530124,564219065.1647811,474673338.0882472,370429731.1432724,414985228.49939513,605932387.9983935,553556756.905165,415350365.5081829,373073203.5876358,402073262.8800774,390748355.35612226,488463656.8770257,530315347.51720715,346812459.91064787,441852354.98939085,403967108.2545314,455396817.21147865,343475542.2449089,435062452.823979,391886209.9142542,541234491.3571292,606014408.6389806,406661193.4622469,352528323.2169341,342992159.94421947,503247744.1360108,507440360.1697129,563022938.489359,397301981.19405055,627027666.6472979,455644109.8814583,498283927.7143526,543283740.7408543,387149911.2577659,488705547.17443424,485374228.0112444,387696817.6689887,468687118.9806518,443794645.5590848,370109294.8446044,432844485.64371085,413526916.1852849,398306054.50311506,367053092.39056146,449393485.18024015,380590673.5397888,594763297.5692662,444142838.4996946,533713097.6802401,458557073.06688,559945002.6520462,399454303.62229145,492628468.02149004,571062746.2695985,409800374.7070166,423002226.00529915,530897859.3289336,463772188.22107756,368822165.0540211,568512511.6197128,710260990.5664948,374175904.8370805,520218538.7409736
