,elasticity_transport.average_time.star,elasticity_cost_per_kilometer_passenger,elasticity_higher_education_level_share_passenger,elasticity_gdp_passenger,elasticity_gdp_cargo_domestic,elasticity_total_vehicles_passenger,elasticity_people.count.index,elasticity_commuting_jobs_share_passenger,elasticity_transport.shortest_path_lane_length,elasticity_world_trade_volume_cargo_international,elasticity_share_service_sector_gdp_cargo_domestic,elasticity_share_construction_sector_gdp_cargo_domestic,elasticity_share_agriculture_sector_gdp,elasticity_share_elderly_65_plus_passenger,cost_per_kilometer,gdp,total_vehicles,people.count.index,jobs.count.index,average_number_remote_working_days,percentage_of_remote_workers,world_trade_volume,share_service_sector_gdp,share_elderly_65_plus,higher_education_level_share,average_number_working_days,share_construction_sector_gdp,share_agriculture_sector_gdp,commuting_jobs_share,blankenburgverbinding
experiment_10,-0.3518294332467572,-0.18988905742037282,-0.06520366814643444,0.7251873950342473,0.25292571166835215,0.6695886043790356,0.3367243946800431,0.5286904738983409,0.25547783666870966,0.5006600471841665,-0.7908217324551492,0.3946978175355972,0.3060238929151601,-0.4831247620083055,103.14996150848417,125.25450997329132,9.479593207835949,112.35154145023215,4863.77848287721,1.4163253612888456,46.56064289622711,111.30309353748979,67.36880659614094,25.428029636603707,45.0,3.78,9.0,2.0,0.8255422767940747,0
experiment_11,-0.5536230795048457,-0.17325234433661313,-0.14416563993452064,0.5388738633445944,0.3943607950727118,0.6999987972395723,0.396278096368263,0.7531849927021259,0.3108885465670384,0.5171848569229328,-0.24749179782754482,0.44007268670851285,0.26662483775052515,-0.513696425941776,117.64802958225667,133.31850308081852,11.548772027289564,112.85099427530919,4487.170243022125,1.0957155878409375,42.508971007122334,142.1517514527232,62.92945817856611,23.906405559261025,45.0,3.78,9.0,2.0,0.8767784599058667,0
experiment_12,-0.47570684785859496,-0.1272815354602999,-0.05156552170521864,0.47926258986602194,0.10857169661932625,0.7262858415674283,0.32788131278514776,0.6113095971712738,0.24701847471859142,0.42026492436017265,-1.1260380712914908,0.33670487456642895,0.15041279507094496,-0.5703332801876939,102.38449885515166,186.98699950030573,10.180720397035671,104.48760150850887,5062.268829991096,0.8756026771390742,76.80239176554201,146.52817541635355,68.71895485439504,25.169716162433858,45.0,3.78,9.0,2.0,0.8220942332259457,0
experiment_13,-0.2375304998986567,-0.22131768679557492,-0.004353520437716862,0.4687264152807833,0.4135221919753526,0.626879670392534,0.2340469121979799,0.6650964000113344,0.21148469743103526,0.506062004230615,-0.8542503588842618,0.423655950255756,0.26321538219863644,-0.5253119291590583,89.7779345450206,141.16129799804844,10.131505039046498,113.79784645684633,5108.240282889529,1.6140210497796155,75.5902610737298,144.34263875992323,65.84079165812713,23.03122803851472,45.0,3.78,9.0,2.0,0.6772373742557234,0
experiment_14,-0.16789247548252673,-0.24267050647016197,-0.13088981358396545,0.554422524173787,0.1366615296023048,0.7131480254762483,0.30141624659718136,0.7068316398114691,0.45110929052579835,0.4597051342695019,-0.5102094304200845,0.34570248780760826,0.14442325293588443,-0.5399680929143258,95.64523140682225,189.29502830426665,12.101422443255728,114.57562854896877,4696.334988962017,1.760622130586965,69.0272657224596,109.24115282998977,66.75798176395053,25.24118548987514,45.0,3.78,9.0,2.0,0.6784895988230968,0
experiment_15,-0.4082179200273021,-0.15575494804067705,-0.11190635368682307,0.2774384997857211,0.10177169482540913,0.695928434316412,0.38210014909717954,0.47047111781231943,0.32819573617258546,0.3515700910864554,-1.019392637465843,0.3264213608117162,0.16907075409885788,-0.49499502290001574,98.79168742832917,167.72587862612323,12.194865868294418,110.15413997735702,4671.767764599824,1.0071983656880927,71.9675059505018,121.91860014389957,61.09319408440689,24.191920677065294,45.0,3.78,9.0,2.0,0.8082392741375833,0
experiment_16,-0.5185205233246277,-0.17746641147719333,-0.18356517502831243,0.45533216480155736,0.21860637939279093,0.5412772546977191,0.25581528131785464,0.441939227313343,0.25846982816447517,0.3763481035759725,-0.9027347397539837,0.43128374924966806,0.22700710289967502,-0.5643467252924581,59.07231838839425,174.13280720701292,11.195465578173518,113.02555928730668,4998.996766192306,1.4998530175503428,61.34166335706881,127.40808739797697,63.656473169186775,23.1584969555379,45.0,3.78,9.0,2.0,0.7566045532072568,0
experiment_17,-0.5217311363702046,-0.20075913506439513,-0.04983363734071755,0.6028348676543419,0.5474222090829652,0.6337017734036439,0.4000833264672329,0.65730362374624,0.2337740141911846,0.424446040452354,-1.2507135862349927,0.30657454181449373,0.32788687023977203,-0.3849060015827295,75.14698910904325,183.34828381761,11.110213727162831,113.53970390592144,4811.147006210236,1.9871854020400423,67.11213769114887,125.27382710406161,67.70065058820836,25.837919510988588,45.0,3.78,9.0,2.0,0.6471844965091207,0
experiment_18,-0.3869398454314649,-0.22475643875728188,-0.12493154430743486,0.39479974742795354,0.4849233069759263,0.5588529245382059,0.4338542416500165,0.5064375831512654,0.48243430917750035,0.3832180699480936,-1.1080903028986,0.28531539687884244,0.1878751355071607,-0.4433647014061799,108.66860180204165,120.73560159225151,11.749986987195191,108.26979151247929,4774.921618519074,2.1646766709528285,45.05776097752323,156.9523190991951,59.26182669810743,23.67106842663221,45.0,3.78,9.0,2.0,0.7419696189592242,0
experiment_19,-0.3393656608347429,-0.15816302263586707,-0.026659130608263998,0.4012306710667099,0.11520009513548969,0.5798069376199925,0.2690088798458026,0.5389097307712043,0.3696892387549213,0.3655732299730378,-0.3324280477423892,0.3995294336989512,0.2959761094637393,-0.39526204162663603,84.20044729012047,128.7288036115883,9.189835210260815,109.33239392307594,4253.5625547242,1.2368020620587619,72.14301871513766,169.97377377026572,67.96942167355961,25.48681850485491,45.0,3.78,9.0,2.0,0.7639507028835288,0
experiment_20,-0.3936097142582835,-0.1467307229293488,-0.06811128031244991,0.746446508188273,0.049733400836684725,0.6772969302322102,0.2772086052601248,0.788901640679585,0.4590087777444869,0.3376323888671436,-1.2181761612059927,0.418787195949343,0.2718170044839229,-0.5464493669560073,107.1170981542879,140.1133997468312,11.482922017752593,111.73102598112547,4762.19828454178,1.5047095585623003,49.53494104695443,151.06695190066523,64.21399052267283,24.991764431017057,45.0,3.78,9.0,2.0,0.8028156103804964,0
experiment_21,-0.1901210141567219,-0.2154490252403014,-0.014730849030649112,0.6302836874571474,0.4229662378396599,0.6561573404562789,0.31698065171129625,0.47587871706477886,0.5453382572049581,0.4533906041372439,-0.006263653444454675,0.43226285584696855,0.16024120220013788,-0.4870942249132372,67.24870561935589,149.28863276020442,9.763652535485416,109.0364525237593,4376.540282983467,0.8695878642415056,40.45288702052005,119.87057049355187,60.932602254301706,23.00390292469994,45.0,3.78,9.0,2.0,0.9069382549561456,0
experiment_22,-0.5971724093929549,-0.14045354389932962,-0.07399800540902811,0.6722396834755522,0.5149308015695019,0.546961804375445,0.20923852518575595,0.49440556872714403,0.5965418802852298,0.3899514035215164,-0.7609041555628524,0.3168802209160457,0.1465262753823311,-0.5052640199430409,85.17887140847631,130.92032558828112,9.86121255321627,108.0575978160666,4533.93172994948,1.358078820124248,69.9454461485659,114.46667079376874,57.612513993122704,23.3087900036079,45.0,3.78,9.0,2.0,0.7486999233372791,0
experiment_23,-0.28306507217530696,-0.20869411771796426,-0.008603065339053584,0.28735313998177303,0.4689700590646692,0.5629174064173916,0.21163320184387427,0.5234545268647861,0.49097232961696874,0.33241833289747263,-0.9870837089770292,0.27140073781649815,0.20951239111465877,-0.5563057560836728,94.80276118742685,158.19471789511064,10.785955588334204,112.5793322611575,4798.666980181989,1.7858038808583427,58.22677735945854,153.05118647731044,65.10653005547317,23.750526657407246,45.0,3.78,9.0,2.0,0.7249163889460429,0
experiment_24,-0.5792687106072859,-0.1702515260989295,-0.1275434597650429,0.4938882554756583,0.368628782833067,0.5933588938202893,0.44957620516387997,0.6833447793677225,0.41011261120081616,0.4328177265354262,-0.6196310631488717,0.2954777077670618,0.31766503870441287,-0.46129221477242327,85.97996884293697,123.70052605732644,10.966480617756845,110.77339549560097,4703.109102427492,0.7954461847293108,47.43303819085409,124.36976386467266,67.1064323367272,25.54952609973833,45.0,3.78,9.0,2.0,0.9001840495792736,0
experiment_25,-0.36006176828784275,-0.23716349735835052,-0.07670641785297833,0.6134309855007432,0.3341634689736281,0.6376549431559261,0.4244236052346074,0.7626463702209596,0.5439472118097544,0.4992686284841812,-0.38860613581092274,0.3624865224783654,0.18552413935034193,-0.5497078304161596,115.37940820379978,122.361354121332,11.908073032036224,105.25711158732847,4554.125663164468,0.7575330046653455,56.26501749619035,141.20124187455704,60.08717585164375,24.098851608161603,45.0,3.78,9.0,2.0,0.8872417784088961,0
experiment_26,-0.12749955749926212,-0.15149182795962346,-0.04475720694772073,0.5164436291361821,0.17196764779025758,0.6009938412495665,0.24363134414883303,0.7684957894428975,0.47979813795116294,0.49126070394208643,-0.7368959548729078,0.38907167966652045,0.19989532787799352,-0.45385750163157623,51.07290399249439,170.64042867666777,10.0227394027008,104.39740510645478,5021.879040724349,1.816468576066017,43.29854581072031,118.77422667987267,61.37050928472999,23.260380997078393,45.0,3.78,9.0,2.0,0.7919300321308774,0
experiment_27,-0.32316221867676465,-0.11013011815540205,-0.02397679682352813,0.5852753297552247,0.059023885803559814,0.6473072378723519,0.3857425704268518,0.4568876296468527,0.27939584771551124,0.4679624385215153,-1.1413773749150522,0.4383970209289537,0.214118202373006,-0.49628563438821394,104.12179873398495,184.37637106869016,10.765947841464065,105.01413324208966,5100.475191010243,0.9526928249909357,58.9645089939809,166.02758600644944,59.40905726522046,24.85555064472314,45.0,3.78,9.0,2.0,0.8513887178632829,0
experiment_28,-0.4395013501211231,-0.24409159621475066,-0.11826444103429287,0.2597218409380273,0.4484082311238091,0.7391190692355448,0.36711789909353476,0.6896370709151566,0.5733454886507319,0.4470172900291637,-0.9506802963959424,0.4260964088268017,0.1734031594158028,-0.5283497804698787,87.6227088484276,158.64658974437918,9.230797551146422,109.47831646812591,4358.594646901364,1.3132302776316456,50.83718088878325,128.89547427007108,60.44395261947953,23.564999168668894,45.0,3.78,9.0,2.0,0.8233837958397169,0
experiment_29,-0.4475593864155718,-0.1373063205259618,-0.10593105578077666,0.7157127286251519,0.34385596162249954,0.683941833474556,0.27140889367453414,0.6448121724577207,0.3640079255360813,0.4392046967985377,-0.32582369014592005,0.37520141994647527,0.27575365318369943,-0.4223893824943072,51.575348070326676,126.6693335212653,11.404546740568021,107.12083298822036,4735.055496448655,1.868501764988032,48.07031579121279,131.3892771448049,63.767460922483664,24.93841321211108,45.0,3.78,9.0,2.0,0.7623823547634573,0
experiment_30,-0.4912442859823435,-0.10784872525089115,-0.08308482673104788,0.41614847675773725,0.36281835878649066,0.7049513133477585,0.2807275114817723,0.7269375629834857,0.28386532050588775,0.44241994828000963,-0.4735083860131162,0.3141400307992981,0.24307676380340731,-0.3822644155063176,63.83001760265302,145.97894304759703,11.208764406081075,106.93000020212327,4393.5958047512995,2.1365375681868777,68.58262479811748,133.1871243215294,57.08495638082608,24.313620009994512,45.0,3.78,9.0,2.0,0.6123562052750187,0
experiment_31,-0.13034406935678017,-0.10296110003067988,0.006730439427688389,0.6487629474504053,0.13853314849659598,0.6109674791929935,0.4437635762980584,0.7298190691969346,0.393941103901143,0.36061617062427187,-0.40664363059874387,0.33300965529909965,0.21212070450290718,-0.5173035336325095,113.84666202898251,174.94918824018185,12.056007433031082,106.34364289591994,4503.54767940239,0.902424300322863,44.56812708014717,139.39237491375243,68.49847362666807,25.571422153737874,45.0,3.78,9.0,2.0,0.8935995743465549,0
experiment_32,-0.37774652235265005,-0.12159058934428157,-0.1391827489879908,0.29404445145158997,0.1555443626277621,0.6170550647362102,0.42703818565328006,0.8383437707794561,0.5071191239209282,0.4039437636594044,-0.07841604494563681,0.4033551687315734,0.22058528915192235,-0.41604763895336405,92.87672761734413,180.28552674590105,9.455220409872407,110.36328651146744,4451.1724804086625,2.209445420125559,70.85509371503632,123.0881495021118,65.16570119158757,23.86937885205823,45.0,3.78,9.0,2.0,0.5858453378273697,0
experiment_33,-0.5308353742098963,-0.20397394718271725,-0.0968664196828619,0.44627758975804976,0.008990209227871282,0.6903629941952657,0.2178046589474382,0.5680376015728971,0.26513251739556654,0.3255163644063202,-0.66008673228628,0.32924834191444385,0.29896400399087175,-0.4763015549547774,54.996308606951025,129.8362652596322,9.622633257998089,108.59152326471471,4642.258552878223,1.3359102169165884,53.60626569077128,171.77929645316905,68.91096153316103,24.42927262724091,45.0,3.78,9.0,2.0,0.8105472009866493,0
experiment_34,-0.27405583020022545,-0.12060758114657405,0.004246779846802107,0.73116921998504,0.027638845789455278,0.7023015292202615,0.2637384845617113,0.44941108915742695,0.4988463958559738,0.4951510957204714,-0.6332777764350681,0.3794982746853874,0.1383637121486028,-0.4656135661503842,99.92797524378187,164.51486410271553,10.263967351036754,110.00862395366688,4944.1972311029485,2.016810638830167,51.987669459103074,137.10724352961668,61.99409597625887,25.890467037692424,45.0,3.78,9.0,2.0,0.7226209395420495,0
experiment_35,-0.15479375696429454,-0.14964723981723033,-0.035173633027601126,0.3154342149630186,0.19327887632641788,0.6127619214117204,0.36046250538311936,0.745978819842253,0.5800350218204171,0.4086248626022239,-0.7056962860701388,0.36933617037204713,0.28693045633073777,-0.42930662494876903,77.79793106649731,186.55971879762114,10.920808546890804,105.67020241891906,4563.275568074019,1.9724592402134913,55.83217610393044,113.51823453483198,66.48073564305211,25.30638859732484,45.0,3.78,9.0,2.0,0.7086595458798294,0
experiment_36,-0.418861749299123,-0.16264715998596208,-0.10819827362011793,0.5429390397246294,0.2798541912203897,0.5967942265425166,0.2908307187685949,0.6338867224057291,0.43805480928574836,0.48390204615920807,-0.14258797757294106,0.2903549692220663,0.2504229566195444,-0.5354393901101868,81.00342211028656,156.40138265702984,11.287794648462627,112.64638083541496,4438.002655817869,2.04472727836979,45.93814513180414,168.5140472153287,65.51594204793422,22.9068831992028,45.0,3.78,9.0,2.0,0.7515053479663748,0
experiment_37,-0.17366751133427627,-0.19852574757943123,-0.0400195582550327,0.2691466104923067,0.5648816053446363,0.5828352144094165,0.4173605747766808,0.6971735211573168,0.5585643557822364,0.5100991015028319,-1.1990790567437268,0.38492071875399675,0.13023609214999451,-0.4142024315249403,61.14816713396992,138.7018927357286,9.920612174178304,113.276890093098,4422.5692853015025,1.1347863384381753,53.29103656347178,136.15814974557958,60.12794913137638,24.22403340741952,45.0,3.78,9.0,2.0,0.8400160310755633,0
experiment_38,-0.10909037836761987,-0.19088847930890318,-0.11571576023434316,0.6543262767430144,0.49755609870935047,0.6741740014913842,0.23700346471399436,0.8237737122051954,0.3172815107608226,0.34799911320115884,-0.8689599480744421,0.45356799733967823,0.29362803815973737,-0.4369683776085792,116.51049128693856,177.9163832914226,10.563960538235238,107.70083303892511,4587.277989106149,1.2688167533305954,74.76363470107431,150.32923060295312,64.7624538537183,23.14716977789597,45.0,3.78,9.0,2.0,0.7490440416703393,0
experiment_39,-0.22162443442708357,-0.23888147039316387,-0.1887222504390784,0.7029376468663863,0.37983932660427927,0.648929531573745,0.33460224219493134,0.5911528887326771,0.2171571907179031,0.4065726489881555,-0.9719229565201845,0.3499859887770663,0.2034933497146495,-0.4683077868449118,91.71768948761435,137.53736455431854,10.669754783366288,110.57166228796099,5009.697433343536,2.1098491879691776,52.50319779944349,167.821875062415,62.28858922758681,24.78959403223671,45.0,3.78,9.0,2.0,0.7069475416853414,0
experiment_40,-0.5074214464106086,-0.10459388450117252,-0.08127874761067988,0.5743538382091227,0.27220057158638594,0.7334323737413768,0.3541362966528151,0.5614107669198669,0.3225515071962175,0.4122407654474276,-0.36865283589644604,0.2750993476101809,0.15577144981669888,-0.5550870891078395,97.31759414941538,162.3734008751178,9.307368228662563,105.74849152796662,4331.397773634552,1.638980957932426,78.47139333569325,126.315122804297,64.47475589753589,23.389375834645016,45.0,3.78,9.0,2.0,0.6597536523290298,0
experiment_41,-0.26290828833640684,-0.18637038340798062,-0.059099229983538754,0.5692629406444214,0.2430107674578125,0.6288029201740839,0.3717911609592982,0.6532412533086,0.20352181344825962,0.41991392019421014,-0.21577907372497718,0.3405727953011397,0.3216877870599417,-0.4895332775861913,74.61248806981345,166.75758831298276,10.649193524250757,106.62769500253599,4618.906718808339,1.5469224580331318,65.91856422749083,108.0018631652431,62.69009742604214,24.681413947710872,45.0,3.78,9.0,2.0,0.7302356946962831,0
experiment_42,-0.11049494207712163,-0.13379919728119988,-0.17426484739281906,0.6895844151282611,0.43829887159080183,0.7312646604503857,0.3946287113896729,0.4966662820686933,0.5348101288602349,0.37162067683710415,-1.0576610870698455,0.29733213214439347,0.1350969838333207,-0.4502528159832808,69.22286219451415,149.79402168418943,11.058082201739273,114.21254904712792,4287.876907826482,0.8366034034250616,62.78220325367176,144.93722087202275,58.55551546974094,25.651986269966837,45.0,3.78,9.0,2.0,0.8610481351414133,0
experiment_43,-0.21877643463087437,-0.18251261453483364,-0.09951659071479947,0.5274342729741957,0.08770194827601385,0.6417567717865639,0.3560231382941682,0.7404710317605436,0.519673901381531,0.3432473819850289,-0.5566844362823089,0.3026666263438809,0.23526249336771624,-0.40236285892761947,53.22626392585763,154.80719920623773,11.697193606709032,107.59765500533574,5080.405341894355,1.8450850510478203,74.20507088969364,106.72815616503408,58.33600479936311,24.707581720240036,45.0,3.78,9.0,2.0,0.6377918862155622,0
experiment_44,-0.4826549263033151,-0.1328258187576194,-0.01044742938560489,0.6223081750948525,0.21636987443568917,0.7110547173458339,0.22064723347844906,0.6291991600015097,0.4405401640555297,0.3922823319975086,-0.1209648529377163,0.44641557820310074,0.2785669259862561,-0.5218284173477152,58.105882370781835,151.25910161399963,9.793392704325843,106.13371448860207,4257.130489058462,1.9344311084068875,60.20512739319025,138.79976211683567,58.868289243882806,25.327404605475724,45.0,3.78,9.0,2.0,0.6918976949338972,0
experiment_45,-0.24600213798058596,-0.16344311639682596,-0.019463480345006806,0.5914096418177854,0.5418615671684587,0.6066525884175504,0.20329523067557986,0.7774028463821282,0.34036560777968167,0.42820658598906114,-1.1670674438027198,0.2769740786833237,0.23285717802923728,-0.4470713552079033,80.33571479246132,118.28786494728885,11.625926071795169,104.69220255515457,4888.392428836085,1.5754942337639755,67.91436438396421,163.22391815845833,61.77696131185359,25.123220655054965,45.0,3.78,9.0,2.0,0.716934683924124,0
experiment_46,-0.25800972395191074,-0.11573173085872784,-0.17824501484436592,0.5039817511976472,0.5341298982213643,0.6877887331050248,0.3408472384173559,0.7968225374323668,0.5610761993914261,0.32902387412778844,-0.15626429355574656,0.28366075481645603,0.1933145709903721,-0.4339783206578687,111.60630756738982,163.1286665761098,10.310907067730678,111.1811409361194,4976.038848138436,0.9673529898490502,41.84884816697106,148.70238133169778,66.89481734678343,24.549286420019538,45.0,3.78,9.0,2.0,0.89290315239138,0
experiment_47,-0.4511908584123976,-0.20745380033244476,-0.031382089942244284,0.3530823738394354,0.4561314886331299,0.5491929530582209,0.29546657134434373,0.5598931604109241,0.5231702602411725,0.47561070923124726,-1.080387116696776,0.3561590089878749,0.28586338568985725,-0.4085330454014756,72.31078977149383,147.06340808805538,11.333137217851666,111.35200271986022,4723.727184276444,2.233822702388803,62.39210611223399,153.79833799629353,59.787839571262154,24.629387501630063,45.0,3.78,9.0,2.0,0.6312886161815885,0
experiment_48,-0.3154683479711274,-0.21210988822033525,-0.16442343181980995,0.43983327873277756,0.020919272328043626,0.6538406762807257,0.22695046291888013,0.8073422867258173,0.29090897699644047,0.4766351154065316,-0.18362694737298058,0.40591467688543914,0.17837552290030742,-0.42681183874098305,71.79472318741732,168.84959084100223,10.504791347274331,110.90941711594544,4832.803289631151,1.4463069731338951,54.4632618606954,117.07504332591144,62.086895409442974,25.049975715484194,45.0,3.78,9.0,2.0,0.791612181458357,0
experiment_49,-0.309126296644638,-0.19346001932227624,-0.13504077990649072,0.6935364677592842,0.32207073522924173,0.6637986548672179,0.25365567913988907,0.7170477342907218,0.22522202780511263,0.47199233056988893,-0.4508278886195797,0.26266107776612685,0.24753370578502865,-0.5637430431489133,60.954994008041595,153.19302488738552,10.884222515492917,109.65123333011387,4595.435546464683,1.042612516682384,59.31208434298445,165.03829800748593,68.164782655401,25.991860478105675,45.0,3.78,9.0,2.0,0.8364033822049819,0
experiment_50,-0.5463696168732145,-0.12480936014129163,-0.1461638940957448,0.3398347236447147,0.2871287192731169,0.6643489776908891,0.31196682112116414,0.594164027512128,0.4036510000682766,0.39625971030484897,-0.045759509563862544,0.3839890459993194,0.31057038289364974,-0.39613434230122185,90.39307548392668,190.7400296815082,9.356482906814307,114.39470530872812,4924.317116824056,1.1873193833640703,76.77734426308363,155.96568604089157,57.31905014047353,25.711874250282396,45.0,3.78,9.0,2.0,0.758838018394774,1
experiment_51,-0.5861538511148126,-0.11315103266278567,-0.16198883974315684,0.3801916466122377,0.29998482137692006,0.5853981628949287,0.4365577663471453,0.8288886286081671,0.3909192279598207,0.5131140466392237,-0.5424389289263883,0.4107590324977642,0.24005665856467284,-0.407557951337396,76.31101994798038,172.71046310887058,11.854565150494754,108.87646050057897,4475.085231463653,1.219862663234786,64.48670479957747,147.12930169628174,63.18548217755199,23.419362397029463,45.0,3.78,9.0,2.0,0.7918917368781798,1
experiment_52,-0.5608401534358238,-0.2344979324429602,-0.08914839322995474,0.6676063055700705,0.06980807976875797,0.6237657278607792,0.3483194146972717,0.6067977642648412,0.3483972850668057,0.44881470291885084,-0.2578121836666425,0.3237919147957424,0.30438179264071386,-0.572794052178037,82.99476079704561,176.82110806873948,10.073480839765226,107.3031808403632,4304.496605715124,1.8917366066848051,63.70791186540414,159.9082231648813,59.00901404363047,24.020516417709793,45.0,3.78,9.0,2.0,0.6811677539385337,1
experiment_53,-0.3444037715471578,-0.2288637714810722,-0.09199958325475059,0.3657477137515092,0.03852956664702469,0.5520196139790587,0.3052552816253112,0.5483196388855273,0.35393816923753363,0.37401030921804956,-0.9205386664369586,0.3648568571971448,0.26034137660257733,-0.4749379342871549,65.57862282837415,118.5805516638122,9.154874176736584,106.43478377222004,4948.688951027628,1.3809622143022606,73.58823495602769,157.61208604213928,63.96451319038408,24.32865296886412,45.0,3.78,9.0,2.0,0.7311572172183307,1
